Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,SholdD,LSHD,RSHD,hipD 
0.0514536,-1.63156,3.88535,0.0759138,-1.59191,4.03298,0.0882923,-1.28129,4.17283,0.129856,-0.814416,4.35891,0.276979,-1.70448,4.19088,0.2966,-1.66392,4.30058,0.304909,-1.2779,4.29786,0.287246,-0.816543,4.32357,0.210362,-0.822581,4.37905,0.227769,-0.511395,4.43255,0.244246,-0.203642,4.47244,0.249161,-0.0487196,4.50307,0.0572954,-0.321893,4.4976,0.40406,-0.326413,4.40361,0.157998,0.631679,0.789446,0.161324
0.0534973,-1.61133,3.83203,0.0748725,-1.58316,3.98203,0.0856199,-1.28564,4.13535,0.129647,-0.807535,4.34774,0.276406,-1.70336,4.18993,0.295867,-1.6577,4.29758,0.303858,-1.2798,4.29438,0.287004,-0.80635,4.30789,0.210133,-0.81405,4.36559,0.226328,-0.504901,4.41801,0.241535,-0.199076,4.45646,0.246294,-0.0475312,4.4874,0.053809,-0.3219,4.47244,0.400491,-0.321231,4.37796,0.154744,0.628141,0.780825,0.16233
0.0509881,-1.60691,3.80404,0.0679196,-1.58624,3.93775,0.0848417,-1.28968,4.10214,0.12197,-0.824396,4.31287,0.275236,-1.70368,4.18877,0.295647,-1.65573,4.29575,0.300052,-1.28907,4.28391,0.280675,-0.823063,4.27954,0.20311,-0.831061,4.3343,0.222404,-0.511847,4.3964,0.239808,-0.199376,4.44215,0.242456,-0.0450603,4.45069,0.0548821,-0.318663,4.45498,0.399844,-0.319326,4.3691,0.154574,0.649036,0.797522,0.162173
0.057422,-1.59792,3.76013,0.0795234,-1.56978,3.91227,0.0850705,-1.29384,4.06582,0.123142,-0.809422,4.28918,0.275938,-1.70707,4.18444,0.293908,-1.65748,4.29407,0.295181,-1.29182,4.27378,0.28074,-0.813782,4.25992,0.2037,-0.81895,4.31256,0.220534,-0.505356,4.36295,0.23561,-0.197718,4.39678,0.240342,-0.0453178,4.43578,0.0487915,-0.315584,4.42364,0.39317,-0.324147,4.3307,0.157383,0.631197,0.789365,0.160351
0.0599642,-1.59601,3.74499,0.0783256,-1.56432,3.89801,0.0861405,-1.28116,4.05256,0.119476,-0.804002,4.2781,0.275185,-1.70566,4.18429,0.291698,-1.65621,4.29281,0.292924,-1.2937,4.26304,0.275379,-0.806882,4.23813,0.199192,-0.812636,4.29647,0.214686,-0.502394,4.35015,0.229582,-0.196405,4.38868,0.234734,-0.0433446,4.42106,0.0456943,-0.308908,4.40715,0.389367,-0.319281,4.31737,0.156533,0.627316,0.786197,0.160969
0.0610482,-1.59368,3.72801,0.0839966,-1.56115,3.882,0.0844365,-1.279,4.03164,0.120436,-0.787128,4.23937,0.275062,-1.70464,4.18356,0.289451,-1.65326,4.29044,0.290765,-1.29383,4.23764,0.277919,-0.795308,4.21767,0.20113,-0.798259,4.26688,0.209485,-0.492326,4.32263,0.217373,-0.189452,4.36325,0.221776,-0.0347753,4.38763,0.037063,-0.30376,4.36333,0.385393,-0.315201,4.29746,0.156649,0.618029,0.781313,0.159181
0.0666372,-1.61024,3.70555,0.0930485,-1.56768,3.85579,0.0895949,-1.29713,4.00515,0.116775,-0.787075,4.21984,0.27465,-1.70415,4.18224,0.288411,-1.65032,4.28606,0.289156,-1.29388,4.22411,0.274663,-0.790306,4.18996,0.197434,-0.795935,4.24269,0.203814,-0.489796,4.30602,0.21049,-0.187155,4.35349,0.215044,-0.0313533,4.38053,0.0353219,-0.296285,4.34413,0.373782,-0.299663,4.27344,0.158196,0.621731,0.784782,0.160724
0.0647101,-1.61911,3.688,0.0938593,-1.58189,3.84,0.0885758,-1.30167,3.99866,0.109079,-0.788099,4.19165,0.275437,-1.70638,4.17621,0.288241,-1.64987,4.27748,0.286327,-1.287,4.1853,0.266545,-0.783603,4.15882,0.189539,-0.793117,4.21316,0.191781,-0.483928,4.27375,0.193482,-0.178239,4.3211,0.199047,-0.027349,4.35375,0.0208627,-0.301941,4.32955,0.363634,-0.294539,4.26039,0.154482,0.629134,0.783883,0.160915
0.0637631,-1.62188,3.68306,0.0893021,-1.58584,3.83413,0.0821406,-1.29713,3.98405,0.10643,-0.786694,4.1732,0.274482,-1.7071,4.17235,0.28653,-1.64011,4.25986,0.281453,-1.27635,4.15145,0.263101,-0.778359,4.13667,0.186451,-0.789773,4.19272,0.185,-0.479723,4.25458,0.182609,-0.173097,4.30208,0.186143,-0.019864,4.33749,0.00608314,-0.300637,4.31063,0.345021,-0.279765,4.22761,0.157311,0.631596,0.788393,0.161089
0.062205,-1.62258,3.68494,0.0861272,-1.58448,3.83501,0.0772954,-1.29004,3.97722,0.100516,-0.776171,4.14269,0.27292,-1.70304,4.16272,0.284786,-1.63609,4.24954,0.281749,-1.29477,4.12438,0.257697,-0.768069,4.10779,0.180735,-0.779199,4.16297,0.176451,-0.469878,4.22957,0.172061,-0.164258,4.28196,0.174313,-0.0109327,4.31608,-0.00644921,-0.295099,4.2823,0.341367,-0.276475,4.22155,0.157093,0.631628,0.789681,0.161213
0.0629629,-1.62168,3.68666,0.0851818,-1.58436,3.8348,0.0725926,-1.28113,3.96523,0.0930426,-0.765712,4.11856,0.278746,-1.70417,4.13636,0.282379,-1.62485,4.19506,0.277916,-1.27569,4.0593,0.25076,-0.75328,4.08184,0.173482,-0.766582,4.13805,0.169493,-0.459428,4.2054,0.165216,-0.156005,4.25912,0.161613,-0.00329677,4.30211,-0.0190363,-0.292351,4.26446,0.330774,-0.263017,4.19585,0.158686,0.629848,0.786728,0.162412
0.0638962,-1.62156,3.68837,0.0842024,-1.58454,3.8349,0.0705617,-1.27774,3.95704,0.0845514,-0.762094,4.08727,0.277605,-1.68988,4.11495,0.283206,-1.60766,4.17955,0.281914,-1.25119,4.00856,0.246514,-0.751494,4.07176,0.167191,-0.763895,4.1188,0.161082,-0.455432,4.18825,0.154472,-0.150717,4.24352,0.141037,0.00533591,4.26884,-0.0315639,-0.281935,4.22876,0.317004,-0.259592,4.16916,0.158664,0.634889,0.789149,0.163049
0.0647013,-1.62064,3.69026,0.0837351,-1.58345,3.83437,0.0659054,-1.25926,3.94109,0.0799229,-0.755176,4.06671,0.281738,-1.65527,4.07422,0.282799,-1.55464,4.11639,0.276045,-1.19216,3.94816,0.239203,-0.739642,4.0413,0.160927,-0.754207,4.09144,0.155621,-0.447053,4.16287,0.149924,-0.143779,4.22071,0.13622,0.00922918,4.25651,-0.0374872,-0.275366,4.21118,0.314969,-0.257827,4.15414,0.157738,0.634368,0.785959,0.16204
0.0635602,-1.62135,3.69013,0.0828137,-1.58192,3.83238,0.0653454,-1.26223,3.93504,0.0753867,-0.750347,4.04331,0.282471,-1.65137,4.02344,0.282639,-1.56871,4.07614,0.274901,-1.19556,3.92584,0.233606,-0.736161,4.03004,0.155803,-0.75025,4.07528,0.148951,-0.439966,4.14255,0.141489,-0.132959,4.19547,0.12988,0.0163849,4.24193,-0.0462905,-0.271825,4.1866,0.308702,-0.249719,4.1364,0.156834,0.639288,0.788658,0.159407
0.0636664,-1.6218,3.69354,0.0850553,-1.58013,3.8356,0.0651099,-1.2608,3.93072,0.0715753,-0.744173,4.02069,0.28418,-1.64453,3.93945,0.290558,-1.54851,4.01761,0.27537,-1.1697,3.87594,0.230805,-0.728074,4.00436,0.15249,-0.742962,4.05016,0.144381,-0.435859,4.12639,0.136677,-0.131505,4.18652,0.120319,0.0223885,4.2196,-0.05351,-0.275894,4.15279,0.307632,-0.246154,4.1186,0.158255,0.638045,0.788496,0.160872
0.0646648,-1.62286,3.69384,0.0847695,-1.58041,3.83518,0.0646645,-1.26375,3.91727,0.0724663,-0.740682,4.00381,0.287109,-1.63867,3.85352,0.288417,-1.55621,3.94169,0.269805,-1.16598,3.82777,0.230031,-0.720282,3.98069,0.152712,-0.737585,4.0304,0.139788,-0.427562,4.09665,0.125311,-0.121287,4.14844,0.115311,0.0312939,4.19865,-0.0571101,-0.26941,4.13337,0.296586,-0.235358,4.0953,0.16094,0.638248,0.790907,0.160554
