Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,SholdD,LSHD,RSHD,hipD 
1.51074,-1.29102,3.63672,1.50926,-1.38631,3.65589,1.53087,-1.1498,3.73894,1.54185,-0.93987,3.82909,1.546,-1.28685,3.66511,1.61581,-1.28118,3.7655,1.7746,-1.12154,3.88567,1.66821,-0.93008,3.79557,1.61545,-0.940785,3.83705,1.59884,-0.625372,3.89806,1.57936,-0.308222,3.94445,1.55885,-0.240205,4.01024,1.43817,-0.455754,3.98435,1.69044,-0.450931,3.8902,0.0968265,0.643189,0.730733,0.131094
1.51648,-1.29265,3.63824,1.512,-1.37197,3.65364,1.54044,-1.14566,3.76219,1.54102,-0.945551,3.87927,1.55895,-1.29341,3.69952,1.62854,-1.28703,3.79997,1.77915,-1.13028,3.93423,1.6661,-0.936607,3.839,1.61401,-0.947342,3.885,1.59969,-0.646325,3.93247,1.58218,-0.352116,3.97766,1.58004,-0.273985,4.02457,1.4471,-0.455403,4.00959,1.71135,-0.467583,3.92589,0.0911597,0.602943,0.693479,0.131708
1.51352,-1.35455,3.5912,1.51698,-1.33237,3.68066,1.60665,-1.1424,3.80991,1.54351,-0.947989,3.90755,1.56778,-1.29333,3.71737,1.63489,-1.28921,3.82068,1.78584,-1.12803,3.94883,1.66823,-0.942473,3.87352,1.61628,-0.951254,3.91537,1.6,-0.649902,3.94629,1.5819,-0.352625,3.97849,1.59145,-0.268654,4.06385,1.45032,-0.456887,4.01899,1.71226,-0.467243,3.93161,0.120119,0.600804,0.70438,0.129395
1.51798,-1.31044,3.67821,1.498,-1.38496,3.69191,1.52366,-1.16712,3.84707,1.54126,-0.957653,3.93815,1.56426,-1.23384,3.71091,1.60881,-1.24617,3.81319,1.83606,-1.10065,3.9911,1.65927,-0.966406,3.91749,1.61084,-0.967803,3.95322,1.58492,-0.680692,4.00432,1.55631,-0.393765,4.04226,1.59954,-0.290575,4.10426,1.4709,-0.465324,4.06961,1.72712,-0.474663,3.99447,0.127908,0.573615,0.703704,0.120124
1.52198,-1.27277,3.76028,1.5283,-1.35336,3.77407,1.45004,-1.13289,3.90701,1.56776,-0.947343,3.98271,1.63184,-1.32382,3.89257,1.70591,-1.32563,3.99137,1.81827,-1.10211,4.01321,1.6688,-0.947535,3.93797,1.62768,-0.952733,3.98437,1.62353,-0.649432,4.02798,1.61343,-0.350317,4.05776,1.61807,-0.274064,4.13807,1.47396,-0.466086,4.08942,1.7093,-0.440139,4.03174,0.110846,0.603456,0.704398,0.110503
1.53248,-1.29045,3.8512,1.58635,-1.38634,3.88898,1.50125,-1.15916,3.95048,1.56604,-0.951773,4.02191,1.625,-1.2966,3.93009,1.70757,-1.33037,4.0163,1.82133,-1.10709,4.04356,1.6748,-0.95671,3.99615,1.63058,-0.96058,4.03699,1.61569,-0.65452,4.08737,1.59745,-0.350522,4.12831,1.63384,-0.274517,4.15358,1.49054,-0.463232,4.11779,1.72409,-0.462013,4.06129,0.0879754,0.611402,0.70132,0.11188
1.47771,-1.32463,3.92897,1.42039,-1.40416,3.97376,1.58333,-1.21113,3.98195,1.5758,-0.955277,4.0457,1.62495,-1.33856,3.97351,1.70862,-1.38583,4.05131,1.81223,-1.15762,4.08317,1.68639,-0.963962,4.02452,1.6407,-0.965363,4.0597,1.61519,-0.665287,4.13672,1.58247,-0.365281,4.19494,1.65076,-0.28612,4.20356,1.49269,-0.466093,4.14677,1.7471,-0.472465,4.09797,0.104899,0.608614,0.701993,0.112927
1.42845,-1.23316,4.04584,1.37013,-1.19372,4.1278,1.60773,-1.22967,4.04837,1.57831,-0.960558,4.07593,1.61054,-1.32723,4.00541,1.70679,-1.37464,4.0597,1.82021,-1.15202,4.10036,1.68658,-0.970887,4.05595,1.6426,-0.971863,4.09203,1.62043,-0.667314,4.14049,1.60156,-0.36841,4.18866,1.66018,-0.286533,4.22729,1.50049,-0.4668,4.18004,1.75943,-0.468667,4.13418,0.107853,0.603233,0.70597,0.110587
1.53541,-1.30942,4.01096,1.53828,-1.41585,4.04791,1.50329,-1.17146,4.09659,1.58035,-0.965791,4.09837,1.72259,-1.4291,4.02751,1.69458,-1.37772,4.07017,1.82068,-1.162,4.11615,1.68722,-0.973475,4.07681,1.64394,-0.975625,4.11295,1.64453,-0.658714,4.17787,1.64348,-0.341077,4.2261,1.67851,-0.265137,4.24687,1.50891,-0.467416,4.19243,1.75991,-0.48248,4.15405,0.0861691,0.640756,0.728518,0.109291
1.52365,-1.33265,4.06,1.5316,-1.42953,4.12837,1.52413,-1.17885,4.12705,1.57864,-0.968321,4.1249,1.72318,-1.41808,4.03998,1.66271,-1.4101,4.05497,1.80521,-1.21266,4.13407,1.68464,-0.974207,4.10369,1.64178,-0.977311,4.14003,1.64415,-0.669191,4.19643,1.64343,-0.368747,4.24936,1.68622,-0.292677,4.28065,1.51742,-0.469891,4.21667,1.78217,-0.488902,4.19995,0.092722,0.615773,0.704132,0.108266
