Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,SholdD,LSHD,RSHD,hipD 
0.145282,-1.73931,3.80559,0.0636292,-1.70696,3.90276,0.0816079,-1.40852,4.06841,0.109862,-0.820893,4.29748,0.267468,-1.75485,3.90632,0.238803,-1.72125,4.03957,0.267003,-1.44938,4.22463,0.270164,-0.816744,4.26217,0.191742,-0.826293,4.31889,0.197288,-0.506504,4.38428,0.202155,-0.190511,4.43552,0.204186,-0.0331473,4.47979,0.0139223,-0.319356,4.44872,0.366917,-0.310011,4.3743,0.163486,0.651883,0.815928,0.1642
0.0305797,-1.66297,3.65156,0.0579124,-1.67281,3.8168,0.0824255,-1.39197,4.00783,0.108694,-0.819413,4.28238,0.267977,-1.77048,3.89686,0.237721,-1.72767,4.02342,0.266345,-1.441,4.22148,0.268824,-0.815124,4.24248,0.190482,-0.824754,4.30156,0.192763,-0.504561,4.36533,0.193905,-0.188103,4.41445,0.198778,-0.0359739,4.45437,0.0111051,-0.316657,4.41794,0.362444,-0.307492,4.34335,0.157355,0.65058,0.810479,0.165081
0.0533142,-1.65039,3.63867,0.0690076,-1.62661,3.78753,0.0789068,-1.36213,3.96058,0.105174,-0.817322,4.24404,0.249598,-1.75599,3.90045,0.244281,-1.72235,4.03682,0.265257,-1.40591,4.21023,0.26679,-0.812554,4.21748,0.187734,-0.822385,4.27004,0.192187,-0.504999,4.33512,0.195764,-0.191259,4.38589,0.200152,-0.0356305,4.41369,0.0120308,-0.317118,4.38001,0.364702,-0.30601,4.32768,0.158154,0.648292,0.804084,0.163852
0.0696461,-1.63106,3.50464,0.0661028,-1.60536,3.67764,0.0802832,-1.30431,3.92973,0.103557,-0.816271,4.21967,0.257719,-1.74038,3.91498,0.233773,-1.725,4.04882,0.265028,-1.424,4.2056,0.263972,-0.810622,4.19164,0.185461,-0.820945,4.24442,0.189985,-0.503138,4.30584,0.193852,-0.189081,4.35303,0.193855,-0.0331111,4.39451,0.00814581,-0.317371,4.35238,0.354386,-0.304396,4.27639,0.161391,0.647538,0.806594,0.162943
0.0734915,-1.63808,3.49647,0.0814435,-1.66366,3.67,0.0738653,-1.35294,3.86102,0.100837,-0.815234,4.19353,0.255522,-1.74289,3.91364,0.241937,-1.72419,4.04475,0.264723,-1.43877,4.19659,0.260603,-0.807379,4.16025,0.182414,-0.818896,4.21584,0.183486,-0.500415,4.27264,0.183439,-0.18567,4.31485,0.189612,-0.0265752,4.35792,0.00177148,-0.311661,4.31825,0.356645,-0.296765,4.25975,0.164937,0.646446,0.808559,0.163386
0.130345,-1.65924,3.49011,0.0770461,-1.6351,3.60551,0.0738746,-1.34902,3.82719,0.0957572,-0.818221,4.15255,0.286901,-1.7296,3.91076,0.242064,-1.7298,4.03861,0.263393,-1.43669,4.18859,0.256161,-0.812966,4.12238,0.177601,-0.823293,4.17626,0.176165,-0.50138,4.24246,0.1748,-0.184116,4.29288,0.181483,-0.0272491,4.32368,-0.00409817,-0.306953,4.28272,0.352337,-0.295411,4.21738,0.16,0.654239,0.814523,0.163302
0.109863,-1.66427,3.47995,0.0784649,-1.63778,3.60338,0.0822395,-1.34113,3.78649,0.0957057,-0.818048,4.11868,0.270018,-1.72366,3.95046,0.23818,-1.71658,4.1196,0.264037,-1.4405,4.17387,0.256125,-0.808791,4.08623,0.177574,-0.82117,4.1414,0.178839,-0.499564,4.19603,0.179721,-0.1822,4.23993,0.177231,-0.0248773,4.30028,-0.00827982,-0.307827,4.26475,0.350011,-0.289943,4.20188,0.16852,0.652734,0.816434,0.163931
0.0964966,-1.61523,3.37305,0.0721898,-1.60877,3.51147,0.0833062,-1.33547,3.77596,0.089443,-0.769541,4.08361,0.279929,-1.72748,3.94248,0.259768,-1.68593,4.06477,0.259924,-1.29567,4.09948,0.249338,-0.76269,4.04831,0.170995,-0.773401,4.10463,0.169985,-0.475535,4.17009,0.170352,-0.175952,4.22186,0.171775,-0.020663,4.26407,-0.0200144,-0.304557,4.22589,0.335939,-0.288655,4.14712,0.16093,0.614823,0.776643,0.163889
0.11833,-1.60288,3.29204,0.102128,-1.59852,3.46306,0.0851461,-1.31685,3.76011,0.0858053,-0.782453,4.04442,0.284641,-1.7291,3.92628,0.257243,-1.69783,4.04834,0.259241,-1.29843,4.08416,0.246941,-0.774362,4.00951,0.167963,-0.785856,4.06553,0.164437,-0.475918,4.1345,0.160385,-0.169705,4.18646,0.161475,-0.0138271,4.23352,-0.0226868,-0.300577,4.18775,0.338786,-0.284546,4.13133,0.16283,0.633402,0.797433,0.165074
0.102212,-1.6109,3.32658,0.09676,-1.59843,3.46318,0.0907288,-1.32979,3.73364,0.0834922,-0.776912,4.0101,0.287199,-1.70557,3.86581,0.258125,-1.69911,4.03928,0.252505,-1.37766,4.07566,0.246205,-0.77943,3.98115,0.166489,-0.785936,4.03468,0.162965,-0.469807,4.10263,0.159033,-0.15789,4.15715,0.154356,-0.00729338,4.20263,-0.0265395,-0.299538,4.15462,0.322138,-0.272617,4.08455,0.157383,0.640717,0.808507,0.165288
0.0805252,-1.55987,3.33027,0.0962629,-1.57796,3.49449,0.0817831,-1.29446,3.72787,0.0807655,-0.80484,3.96904,0.336012,-1.71747,3.88265,0.24871,-1.71347,4.0353,0.243977,-1.27417,3.98672,0.242753,-0.798844,3.93372,0.163412,-0.810072,3.99194,0.155324,-0.477557,4.0717,0.147989,-0.153228,4.13385,0.147541,0.00154072,4.17727,-0.0407421,-0.296884,4.11904,0.323215,-0.279336,4.06712,0.160746,0.675483,0.84202,0.165902
0.0822521,-1.56889,3.31182,0.0967527,-1.58623,3.47896,0.0783705,-1.29464,3.72246,0.0695085,-0.797429,3.9414,0.25861,-1.75677,3.93601,0.247109,-1.69164,4.04892,0.246381,-1.24081,3.91242,0.234217,-0.787172,3.90577,0.153444,-0.800517,3.96415,0.147103,-0.46903,4.03676,0.141063,-0.143011,4.09436,0.142055,0.0122652,4.15115,-0.0461126,-0.284789,4.07316,0.316683,-0.260733,4.0276,0.165342,0.675855,0.841313,0.16883
0.0937754,-1.61917,3.35799,0.0961305,-1.58595,3.4871,0.0750947,-1.29441,3.71286,0.0601842,-0.783728,3.90176,0.293457,-1.72461,3.91797,0.244057,-1.6442,4.01596,0.193769,-1.21557,3.80113,0.226414,-0.772087,3.87525,0.144801,-0.78594,3.92918,0.14053,-0.455642,4.01087,0.135702,-0.130251,4.07578,0.132175,0.0336709,4.11128,-0.0513103,-0.278092,4.05082,0.312044,-0.250532,4.00934,0.16776,0.680452,0.844889,0.168733
0.0591344,-1.63207,3.36536,0.0960147,-1.59114,3.48562,0.0727259,-1.2855,3.69796,0.0539219,-0.78481,3.8722,0.297399,-1.66101,3.80404,0.245205,-1.62332,3.96563,0.197776,-1.18715,3.75255,0.220094,-0.773317,3.84715,0.138425,-0.787263,3.90029,0.134132,-0.451764,3.98019,0.129571,-0.121103,4.04528,0.126458,0.0400058,4.09537,-0.0610716,-0.266659,4.01436,0.311061,-0.242726,3.98643,0.168746,0.690063,0.855497,0.168441
0.0752563,-1.625,3.32031,0.0965218,-1.59314,3.48387,0.0707966,-1.28536,3.69218,0.0449234,-0.749772,3.84106,0.30891,-1.66815,3.7588,0.24674,-1.62679,3.91607,0.200246,-1.18037,3.72388,0.212657,-0.743825,3.81726,0.130177,-0.754814,3.86974,0.128876,-0.433602,3.94921,0.126401,-0.113982,4.01126,0.123711,0.0459854,4.0622,-0.05983,-0.252948,3.98012,0.310588,-0.236538,3.96304,0.167904,0.663201,0.831691,0.169518
0.0791355,-1.62266,3.34204,0.0975698,-1.60027,3.48003,0.068676,-1.28676,3.67991,0.0406904,-0.743152,3.81986,0.311938,-1.64306,3.66644,0.243541,-1.60753,3.82429,0.198689,-1.14682,3.66231,0.208189,-0.736543,3.79614,0.125754,-0.747718,3.84836,0.122119,-0.42581,3.92639,0.118494,-0.108363,3.99076,0.118824,0.0535373,4.03212,-0.0648291,-0.24581,3.96117,0.304465,-0.228085,3.92994,0.167101,0.661981,0.829398,0.169299
0.092362,-1.59427,3.31289,0.0968423,-1.60614,3.47621,0.0687152,-1.28236,3.66974,0.0363171,-0.731629,3.79042,0.330301,-1.67117,3.63126,0.237303,-1.57918,3.69383,0.201138,-1.09982,3.55925,0.204124,-0.724484,3.76942,0.121503,-0.735831,3.82029,0.116691,-0.412741,3.90133,0.111532,-0.0941099,3.96691,0.115734,0.0593661,4.01112,-0.0668772,-0.235355,3.93357,0.300753,-0.220148,3.91411,0.159773,0.66576,0.825017,0.169266
0.0782094,-1.59809,3.30144,0.0930314,-1.60948,3.46531,0.0910388,-1.28083,3.65882,0.0342188,-0.734459,3.7555,0.230728,-1.6796,3.50613,0.231567,-1.59242,3.57742,0.202141,-1.09336,3.50229,0.201367,-0.730209,3.72979,0.119065,-0.740181,3.783,0.115058,-0.413013,3.86555,0.110697,-0.0910069,3.93322,0.112568,0.0694337,3.96786,-0.0764931,-0.222065,3.90932,0.29361,-0.208553,3.86455,0.164148,0.671911,0.839042,0.169167
