Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z 
0.0494304,-0.610746,4.29234,-0.0511984,-0.308479,4.29193,-0.0662549,0.00656821,4.32555,-0.156056,-0.465843,4.38269,-0.142348,-0.587694,4.46068,-0.19004,-0.306177,4.33025,-0.203613,0.0041267,4.30253,-0.203613,0.0041267,4.30253,
-0.00294392,-0.492643,4.2219,0.0158313,-0.62245,4.25929,-0.0496687,-0.309966,4.27836,-0.0635789,0.00748487,4.3093,-0.133693,-0.484418,4.30092,-0.138889,-0.61017,4.37154,-0.193891,-0.311305,4.284,-0.193891,-0.311305,4.284,
-0.202552,0.00529355,4.27863,-0.0106179,-0.495569,4.24028,-0.00445239,-0.62224,4.308,-0.0489958,-0.311904,4.25696,-0.0595003,0.00686042,4.27156,-0.146557,-0.494184,4.26581,-0.157441,-0.625426,4.30461,-0.157441,-0.625426,4.30461,
-0.197911,-0.314378,4.2519,-0.19766,0.00462682,4.25085,-0.0297181,-0.489819,4.23935,-0.0344376,-0.615428,4.31155,-0.0260616,-0.312506,4.22047,-0.0567019,0.00763918,4.25225,-0.146214,-0.489893,4.23101,-0.146214,-0.489893,4.23101,
-0.156476,-0.619705,4.28583,-0.1888,-0.319834,4.18945,-0.192364,0.00324665,4.23115,-0.0352882,-0.492521,4.24041,-0.0421832,-0.617494,4.31495,-0.0254891,-0.314956,4.22268,-0.0511057,0.00551658,4.22981,-0.0511057,0.00551658,4.22981,
-0.156265,-0.504596,4.15112,-0.157279,-0.636938,4.18803,-0.183165,-0.322102,4.14208,-0.187447,0.00134141,4.20856,-0.0452633,-0.494745,4.22794,-0.0584939,-0.619683,4.30202,-0.0222828,-0.317066,4.21332,-0.0222828,-0.317066,4.21332,
-0.0466419,0.00357449,4.20869,-0.152453,-0.498897,4.09601,-0.158519,-0.629574,4.10829,-0.214763,-0.314541,4.08678,-0.186971,0.00504735,4.18245,-0.0845632,-0.466119,4.23364,-0.143822,-0.565593,4.32952,-0.143822,-0.565593,4.32952,
-0.0102082,-0.312306,4.1958,-0.0467454,0.00709581,4.18198,-0.149969,-0.500491,4.0615,-0.151083,-0.630374,4.06804,-0.206509,-0.313765,4.05811,-0.185618,0.00528291,4.16531,-0.107918,-0.464867,4.15596,-0.107918,-0.464867,4.15596,
-0.190299,-0.568108,4.18538,0.00393401,-0.311822,4.17721,-0.0444965,0.0074312,4.16492,-0.171401,-0.506415,4.02114,-0.192599,-0.630225,4.01154,-0.200136,-0.307969,4.0178,-0.190116,0.00706009,4.14715,-0.190116,0.00706009,4.14715,
-0.0757975,-0.477925,4.16508,-0.127486,-0.599464,4.21063,0.0045552,-0.309051,4.17642,-0.0462999,0.00777694,4.14835,-0.114726,-0.523257,4.02662,-0.166662,-0.62495,3.99143,-0.195002,-0.304457,3.97913,-0.195002,-0.304457,3.97913,
-0.190513,0.0067103,4.12381,-0.1024,-0.465109,4.15865,-0.173145,-0.574159,4.22287,-0.00607621,-0.308764,4.15946,-0.0467596,0.00788764,4.12086,-0.151925,-0.680543,3.79795,-0.153933,-0.629536,3.92967,-0.153933,-0.629536,3.92967,
-0.195746,-0.310641,3.9703,-0.189085,0.00438112,4.10543,-0.0173841,-0.481326,4.15797,0.000572394,-0.608756,4.23104,0.0338271,-0.307166,4.1337,-0.0452206,0.00506614,4.10373,-0.145796,-0.680951,3.77898,-0.145796,-0.680951,3.77898,
-0.145522,-0.629659,3.91133,-0.199694,-0.311523,3.94124,-0.19513,0.00254546,4.08197,-0.0155021,-0.471465,4.18339,0.00201975,-0.586381,4.28536,-0.0160067,-0.316963,4.1212,-0.0503878,0.00165487,4.0815,-0.0503878,0.00165487,4.0815,
-0.139332,-0.688154,3.76244,-0.140987,-0.636207,3.89598,-0.195814,-0.318056,3.92407,-0.192315,-0.00235452,4.06126,-0.0275899,-0.495986,4.13614,0.00486631,-0.614301,4.23007,-0.0191488,-0.321466,4.10871,-0.0191488,-0.321466,4.10871,
-0.0484083,-0.00423294,4.06035,-0.183129,-0.687657,3.67892,-0.183532,-0.63559,3.8121,-0.198413,-0.319866,3.89094,-0.191128,-0.00728335,4.03823,-0.0288098,-0.491105,4.12738,0.00486558,-0.608871,4.22121,0.00486558,-0.608871,4.22121,
-0.0347446,-0.331793,4.07304,-0.0470913,-0.010127,4.0362,-0.180662,-0.697849,3.67329,-0.180752,-0.646219,3.80649,-0.198415,-0.329675,3.88065,-0.194663,-0.0126827,4.01594,-0.0278917,-0.494367,4.11833,-0.0278917,-0.494367,4.11833,
-0.00481595,-0.613758,4.2138,0.00237781,-0.319475,4.09369,-0.0512273,-0.0148433,4.01549,-0.152591,-0.698746,3.62931,-0.154201,-0.646526,3.76193,-0.188984,-0.332486,3.84094,-0.196706,-0.0195145,3.98887,-0.196706,-0.0195145,3.98887,
-0.0345649,-0.481867,4.12487,-0.0192824,-0.591277,4.23744,-0.00258704,-0.32591,4.06737,-0.0531491,-0.0208367,3.98852,-0.173191,-0.520573,3.77009,-0.185102,-0.657592,3.80239,-0.173886,-0.334942,3.82067,-0.173886,-0.334942,3.82067,
-0.199972,-0.024183,3.96354,-0.00237551,-0.479196,4.13062,0.0572921,-0.555224,4.2579,-0.037903,-0.34051,4.04957,-0.057191,-0.0293047,3.96026,-0.155518,-0.57666,3.67969,-0.211084,-0.673858,3.76934,-0.211084,-0.673858,3.76934,
-0.169506,-0.35514,3.81199,-0.203174,-0.035376,3.92199,-0.0376971,-0.487967,4.08244,-0.00495192,-0.590659,4.19982,0.0142062,-0.314411,4.0467,-0.0568206,-0.0398611,3.92109,-0.156574,-0.577226,3.68135,-0.156574,-0.577226,3.68135,
-0.256004,-0.664784,3.75482,-0.165445,-0.356244,3.79615,-0.204283,-0.0391832,3.90562,-0.0465121,-0.486972,4.06631,-0.0210336,-0.598203,4.17581,-0.0161508,-0.31992,4.02501,-0.0586492,-0.0451374,3.89466,-0.0586492,-0.0451374,3.89466,
-0.156354,-0.579438,3.68207,-0.137018,-0.681684,3.70043,-0.177851,-0.366888,3.77217,-0.200068,-0.0469441,3.86555,-0.0486886,-0.503014,4.05331,-0.0275735,-0.601655,4.17776,-0.0196453,-0.337563,4.00524,-0.0196453,-0.337563,4.00524,
-0.0555007,-0.0482401,3.86182,-0.161963,-0.582669,3.68121,-0.137458,-0.680583,3.69578,-0.19196,-0.362834,3.72855,-0.199654,-0.0491639,3.84189,-0.0362238,-0.457909,4.01686,0.0184122,-0.513839,4.15795,0.0184122,-0.513839,4.15795,
-0.0772514,-0.347775,3.9113,-0.0560176,-0.0488471,3.83357,-0.171611,-0.549114,3.63879,-0.167352,-0.685858,3.66642,-0.194179,-0.367261,3.72486,-0.198811,-0.0469158,3.80118,-0.0306357,-0.468998,3.98645,-0.0306357,-0.468998,3.98645,
0.027024,-0.540823,4.11674,-0.0638569,-0.336128,3.89714,-0.0561404,-0.0455651,3.79883,-0.181152,-0.580078,3.65234,-0.18894,-0.688145,3.69947,-0.193646,-0.365119,3.70448,-0.209519,-0.0429555,3.76592,-0.209519,-0.0429555,3.76592,
-0.137533,-0.57432,3.79251,-0.094937,-0.648834,3.92863,-0.101048,-0.348993,3.82128,-0.0631355,-0.0438768,3.76294,-0.178065,-0.589303,3.66785,-0.185459,-0.691876,3.69728,-0.200124,-0.369222,3.70012,-0.200124,-0.369222,3.70012,
-0.205055,-0.0460638,3.74269,-0.13354,-0.638953,3.76086,-0.0938321,-0.6415,3.91893,-0.0479332,-0.355246,3.78942,-0.0618456,-0.044194,3.7435,-0.170218,-0.559776,3.67328,-0.189968,-0.694166,3.68868,-0.189968,-0.694166,3.68868,
-0.20269,-0.371451,3.68841,-0.207999,-0.0482306,3.70931,-0.0445279,-0.519935,3.79305,-0.026512,-0.649837,3.86304,-0.0330994,-0.361014,3.73129,-0.0656862,-0.0446155,3.71063,-0.159921,-0.553671,3.65349,-0.159921,-0.553671,3.65349,
-0.152049,-0.687369,3.71178,-0.209348,-0.373248,3.67277,-0.208549,-0.0504001,3.68126,-0.028687,-0.533287,3.73047,-0.0098805,-0.664603,3.7935,-0.0383469,-0.365724,3.68652,-0.0668612,-0.0452901,3.68407,-0.0668612,-0.0452901,3.68407,
-0.170904,-0.553452,3.66864,-0.176086,-0.687183,3.72821,-0.211859,-0.376676,3.65807,-0.213472,-0.0540364,3.65883,-0.00737215,-0.530383,3.68693,0.0383308,-0.649962,3.76492,-0.0448329,-0.372643,3.63398,-0.0448329,-0.372643,3.63398,
-0.0704581,-0.0488687,3.658,-0.168078,-0.555793,3.61778,-0.166841,-0.687974,3.68449,-0.211589,-0.370904,3.65099,-0.217478,-0.0520777,3.62558,-0.0215875,-0.547146,3.59743,0.00298515,-0.679878,3.64986,0.00298515,-0.679878,3.64986,
-0.043584,-0.370516,3.58055,-0.0734617,-0.0463021,3.63117,-0.165741,-0.549532,3.63243,-0.164853,-0.681471,3.69973,-0.214019,-0.370508,3.63771,-0.22043,-0.052946,3.60449,0.0195358,-0.536558,3.55146,0.0195358,-0.536558,3.55146,
0.0567482,-0.667473,3.59235,-0.0393267,-0.36841,3.52736,-0.0773884,-0.0470637,3.60857,-0.161572,-0.552083,3.60875,-0.160492,-0.677512,3.69456,-0.209156,-0.369731,3.62009,-0.221756,-0.0533644,3.58087,-0.221756,-0.0533644,3.58087,
0.0119899,-0.542842,3.49012,0.0591895,-0.670458,3.51617,-0.0313015,-0.36308,3.48318,-0.0784742,-0.0464478,3.5877,-0.154845,-0.540255,3.60108,-0.136097,-0.667688,3.67752,-0.219436,-0.365232,3.60994,-0.219436,-0.365232,3.60994,
-0.222045,-0.051869,3.55748,0.0138883,-0.538677,3.43775,0.0597092,-0.66711,3.46941,-0.0386857,-0.360571,3.44721,-0.0802357,-0.0462551,3.56713,-0.166701,-0.538788,3.60464,-0.152308,-0.664917,3.68615,-0.152308,-0.664917,3.68615,
-0.214541,-0.364954,3.594,-0.223129,-0.0545812,3.53098,0.0340304,-0.533026,3.36186,0.107985,-0.645342,3.37564,-0.0413061,-0.358836,3.4131,-0.0813089,-0.0477188,3.54662,-0.189315,-0.540178,3.61231,-0.189315,-0.540178,3.61231,
-0.147185,-0.66537,3.67522,-0.21619,-0.367557,3.58122,-0.225518,-0.0588922,3.51255,0.0381144,-0.527956,3.36834,0.115457,-0.638219,3.41943,-0.0386386,-0.359345,3.37307,-0.0827417,-0.0517509,3.51668,-0.0827417,-0.0517509,3.51668,
-0.179112,-0.538751,3.58743,-0.147417,-0.662688,3.66527,-0.21964,-0.36523,3.57223,-0.217875,-0.0626499,3.48706,0.0124351,-0.547246,3.29018,0.0687911,-0.668014,3.29525,-0.0353041,-0.365573,3.35879,-0.0353041,-0.365573,3.35879,
-0.0765482,-0.0549914,3.49559,-0.180036,-0.537125,3.58888,-0.149309,-0.659656,3.67083,-0.220103,-0.368411,3.56098,-0.21568,-0.0722418,3.46119,-0.0504454,-0.554922,3.25222,-0.0737283,-0.687319,3.25968,-0.0737283,-0.687319,3.25968,
-0.0239214,-0.372457,3.32901,-0.0727823,-0.0632931,3.46769,-0.160174,-0.54186,3.56142,-0.144996,-0.660602,3.65809,-0.219781,-0.373986,3.5399,-0.211987,-0.0791113,3.43704,-0.0313978,-0.591142,3.18484,-0.0313978,-0.591142,3.18484,
-0.0321908,-0.694111,3.20997,-0.0183349,-0.384545,3.31604,-0.0683972,-0.0707425,3.43963,-0.174089,-0.534111,3.56426,-0.167952,-0.648907,3.66861,-0.215112,-0.374347,3.51667,-0.206673,-0.0896533,3.39459,-0.206673,-0.0896533,3.39459,
-0.0266113,-0.59082,3.13477,-0.110116,-0.692848,3.198,-0.00968617,-0.395885,3.29143,-0.0625079,-0.0799113,3.40553,-0.177503,-0.538687,3.54671,-0.165596,-0.660586,3.63764,-0.204846,-0.387301,3.48173,-0.204846,-0.387301,3.48173,
-0.203852,-0.0956806,3.37181,-0.0362567,-0.764891,2.97839,-0.031704,-0.706732,3.12374,-0.0346694,-0.399522,3.23802,-0.058295,-0.0880805,3.38005,-0.17691,-0.544016,3.52898,-0.172754,-0.662099,3.62821,-0.172754,-0.662099,3.62821,
-0.200545,-0.390744,3.46713,-0.200769,-0.105833,3.34474,-0.0401935,-0.790977,2.97213,-0.0316633,-0.723862,3.11123,-0.0350941,-0.412734,3.21291,-0.0545815,-0.0954701,3.3374,-0.17781,-0.53527,3.50077,-0.17781,-0.53527,3.50077,
-0.177447,-0.647061,3.61049,-0.194271,-0.38736,3.43126,-0.203068,-0.114097,3.29002,-0.0519207,-0.74612,2.95811,-0.0296699,-0.735997,3.08336,-0.0363283,-0.425031,3.18549,-0.0568206,-0.10575,3.30278,-0.0568206,-0.10575,3.30278,
-0.178745,-0.528508,3.48569,-0.17398,-0.645514,3.58728,-0.193132,-0.393006,3.39892,-0.200854,-0.117732,3.26024,-0.0376212,-0.73894,2.94377,-0.0486281,-0.68968,3.07468,-0.0310404,-0.428162,3.13824,-0.0310404,-0.428162,3.13824,
-0.0544144,-0.112674,3.26964,-0.173228,-0.533861,3.4314,-0.151675,-0.648045,3.53407,-0.188919,-0.394529,3.34944,-0.199586,-0.118568,3.21144,-0.0483444,-0.805972,3.05067,-0.0479923,-0.723463,3.05175,-0.0479923,-0.723463,3.05175,
-0.0281545,-0.440461,3.12574,-0.0526213,-0.116376,3.22119,-0.160719,-0.544344,3.38109,-0.148312,-0.65762,3.48774,-0.192856,-0.404345,3.30424,-0.199638,-0.115657,3.1865,-0.0675054,-0.768729,2.90295,-0.0675054,-0.768729,2.90295,
-0.0401052,-0.754945,3.02573,-0.0245379,-0.43574,3.09082,-0.052964,-0.114828,3.20204,-0.1657,-0.553392,3.3367,-0.139568,-0.681541,3.40821,-0.188727,-0.407011,3.25675,-0.19758,-0.112779,3.14865,-0.19758,-0.112779,3.14865,
-0.00333962,-0.620786,2.99977,0.0196342,-0.756978,3.02564,-0.0256956,-0.439548,3.084,-0.0515674,-0.111226,3.15114,-0.151885,-0.575121,3.25361,-0.13488,-0.700985,3.33709,-0.184301,-0.424302,3.18945,-0.184301,-0.424302,3.18945,
-0.194073,-0.11178,3.12316,-0.0704933,-0.751491,2.97448,0.0140638,-0.759775,3.054,-0.0247976,-0.438253,3.06058,-0.0499182,-0.110356,3.13618,-0.160053,-0.594219,3.18295,-0.15141,-0.729609,3.23851,-0.15141,-0.729609,3.23851,
-0.185127,-0.434235,3.12306,-0.182933,-0.110351,3.09606,-0.000253607,-0.622816,3.02101,0.0169133,-0.758244,3.07599,-0.0321202,-0.439557,3.05698,-0.0386589,-0.108623,3.10397,-0.160976,-0.604207,3.11584,-0.160976,-0.604207,3.11584,
-0.155661,-0.740095,3.17122,-0.17825,-0.440389,3.06352,-0.173021,-0.112109,3.06068,-0.00380032,-0.623753,3.0148,-9.73141e-05,-0.758418,3.07879,-0.0325096,-0.439604,3.04369,-0.0302299,-0.108463,3.07367,-0.0302299,-0.108463,3.07367,
-0.151533,-0.613572,3.03593,-0.171941,-0.747775,3.0954,-0.16551,-0.442968,2.99902,-0.173149,-0.111472,3.03696,0.010442,-0.619469,3.00546,0.022868,-0.753958,3.06786,-0.0320474,-0.439133,3.02672,-0.0320474,-0.439133,3.02672,
-0.0304295,-0.108358,3.04449,-0.156938,-0.612987,2.98694,-0.181073,-0.746146,3.04895,-0.169217,-0.44201,2.95102,-0.168522,-0.110506,3.00555,-0.00781066,-0.620141,2.99946,-0.0160011,-0.755967,3.05727,-0.0160011,-0.755967,3.05727,
-0.0221874,-0.436232,3.01729,-0.0258989,-0.107894,3.01044,-0.153934,-0.60424,2.92614,-0.167937,-0.740438,2.9801,-0.173338,-0.434985,2.88484,-0.167833,-0.107637,2.98022,-0.00422861,-0.606749,3.0071,-0.00422861,-0.606749,3.0071,
-0.0146576,-0.737742,3.0819,-0.0187403,-0.433861,2.98239,-0.0247352,-0.104136,2.9838,-0.168542,-0.611055,2.85093,-0.184149,-0.748745,2.89346,-0.171092,-0.431062,2.84259,-0.166243,-0.106115,2.95181,-0.166243,-0.106115,2.95181,
-0.00463605,-0.608238,2.98778,-0.0192104,-0.741852,3.05257,-0.0194056,-0.428529,2.98212,-0.0218586,-0.10358,2.95365,-0.154082,-0.607812,2.79015,-0.147259,-0.746357,2.82721,-0.169113,-0.425279,2.79827,-0.169113,-0.425279,2.79827,
-0.165473,-0.105974,2.93056,-0.0074825,-0.601673,2.98507,-0.0263572,-0.732182,3.05837,-0.0158478,-0.427212,2.96186,-0.0208615,-0.103348,2.92774,-0.149276,-0.607106,2.75417,-0.154298,-0.745489,2.79916,-0.154298,-0.745489,2.79916,
-0.168855,-0.424638,2.76545,-0.165143,-0.107981,2.90685,-0.0188022,-0.60237,2.9643,-0.0313074,-0.733246,3.03907,-0.0147208,-0.427015,2.94676,-0.0219245,-0.105719,2.90203,-0.153551,-0.611893,2.68254,-0.153551,-0.611893,2.68254,
-0.149181,-0.749153,2.69357,-0.166048,-0.425716,2.73004,-0.165223,-0.112431,2.88191,-0.0334503,-0.60857,2.93596,-0.0350903,-0.738038,3.01659,-0.0172762,-0.430274,2.92878,-0.0223996,-0.110653,2.87739,-0.0223996,-0.110653,2.87739,
-0.142933,-0.614689,2.63767,-0.142606,-0.753616,2.65894,-0.160028,-0.431056,2.70559,-0.168321,-0.116407,2.8541,-0.0310366,-0.609453,2.91631,-0.044646,-0.743139,2.98213,-0.0146168,-0.431651,2.90938,-0.0146168,-0.431651,2.90938,
-0.0250879,-0.114234,2.85064,-0.14563,-0.849121,2.51953,-0.139694,-0.78377,2.63465,-0.154623,-0.432844,2.68073,-0.170922,-0.119736,2.83278,-0.0250817,-0.606776,2.92294,-0.0348103,-0.73606,3.00318,-0.0348103,-0.73606,3.00318,
-0.0165056,-0.437808,2.89011,-0.0274834,-0.12196,2.82694,-0.131687,-0.804829,2.4363,-0.129466,-0.758233,2.56756,-0.150421,-0.445919,2.66671,-0.17153,-0.12787,2.80321,-0.0185128,-0.605528,2.91899,-0.0185128,-0.605528,2.91899,
-0.0205882,-0.731451,3.0082,-0.0194793,-0.446772,2.8662,-0.0280291,-0.131058,2.80277,-0.122533,-0.84901,2.3478,-0.115917,-0.802634,2.47817,-0.146433,-0.451161,2.63097,-0.17656,-0.136745,2.77636,-0.17656,-0.136745,2.77636,
-0.0121336,-0.607967,2.90987,-0.011143,-0.732783,3.00144,-0.0188595,-0.446316,2.8628,-0.0332309,-0.142468,2.77004,-0.115239,-0.843268,2.35243,-0.112788,-0.799523,2.46461,-0.144764,-0.459,2.60433,-0.144764,-0.459,2.60433,
-0.180004,-0.144903,2.74903,-0.0183413,-0.611821,2.88865,-0.022278,-0.737979,2.97757,-0.0131385,-0.448035,2.84557,-0.0360528,-0.150398,2.74101,-0.114738,-0.844164,2.34543,-0.111004,-0.806718,2.46142,-0.111004,-0.806718,2.46142,
-0.139582,-0.470898,2.55866,-0.175905,-0.156649,2.7023,-0.0235139,-0.618779,2.85457,-0.0320442,-0.749583,2.93224,-0.0101482,-0.448646,2.82602,-0.0316469,-0.159606,2.70541,-0.0993042,-0.911621,2.33594,-0.0993042,-0.911621,2.33594,
-0.0951403,-0.851878,2.45851,-0.138271,-0.478619,2.54189,-0.175514,-0.163573,2.68261,-0.020991,-0.613323,2.85521,-0.0281849,-0.737372,2.94822,-0.00926973,-0.455034,2.80296,-0.0313431,-0.1664,2.6819,-0.0313431,-0.1664,2.6819,
