Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z 
-0.203903,-0.511561,3.80064,-0.234799,-0.638509,3.86987,-0.206464,-0.348359,3.77046,-0.203552,-0.0338337,3.81043,0.0582024,-0.461422,3.79046,0.181338,-0.510641,3.82971,-0.0842857,-0.345332,3.82638,-0.0842857,-0.345332,3.82638,
-0.065756,-0.0341714,3.82508,-0.221471,-0.513042,3.737,-0.277982,-0.627084,3.81277,-0.204804,-0.345584,3.70996,-0.200724,-0.0323626,3.79918,-0.0873829,-0.517488,3.77734,-0.149936,-0.635568,3.81734,-0.149936,-0.635568,3.81734,
-0.0519391,-0.340393,3.79287,-0.058439,-0.031318,3.78913,-0.206023,-0.504026,3.70116,-0.239933,-0.620406,3.79139,-0.202054,-0.343462,3.66215,-0.202605,-0.0293098,3.77293,-0.0973185,-0.500376,3.77636,-0.0973185,-0.500376,3.77636,
-0.129855,-0.62607,3.84242,-0.0431549,-0.332815,3.78478,-0.0648486,-0.0293832,3.76566,-0.214993,-0.496747,3.6091,-0.219349,-0.629852,3.65868,-0.211147,-0.320728,3.61531,-0.209419,-0.0274129,3.74419,-0.209419,-0.0274129,3.74419,
-0.0128554,-0.487958,3.80123,0.0593958,-0.575354,3.90264,-0.0571253,-0.328969,3.75917,-0.0705248,-0.0287988,3.73772,-0.264375,-0.497876,3.56063,-0.330677,-0.614374,3.60854,-0.197358,-0.333629,3.57322,-0.197358,-0.333629,3.57322,
-0.211834,-0.0288339,3.72092,-0.0795024,-0.499119,3.74699,-0.080201,-0.629104,3.81246,-0.0578269,-0.326544,3.74205,-0.0731711,-0.0309149,3.71062,-0.243629,-0.50372,3.55587,-0.269877,-0.617655,3.65466,-0.269877,-0.617655,3.65466,
-0.196794,-0.338156,3.54237,-0.210157,-0.0336307,3.68163,-0.179805,-0.484937,3.66349,-0.284615,-0.557757,3.65955,-0.061985,-0.338662,3.71391,-0.0701654,-0.0350407,3.67416,-0.201667,-0.50556,3.45219,-0.201667,-0.50556,3.45219,
-0.204133,-0.639495,3.47352,-0.209485,-0.324939,3.50976,-0.219365,-0.0383631,3.65181,-0.0853758,-0.500116,3.71256,-0.0998541,-0.629399,3.77835,-0.0552756,-0.333203,3.69263,-0.0749783,-0.042814,3.6435,-0.0749783,-0.042814,3.6435,
-0.139379,-0.636831,3.35371,-0.210312,-0.651862,3.45219,-0.199716,-0.336802,3.4844,-0.217287,-0.0511767,3.62276,-0.0908603,-0.502377,3.73387,-0.114291,-0.610517,3.84142,-0.0756524,-0.354033,3.67483,-0.0756524,-0.354033,3.67483,
-0.074427,-0.0554502,3.61562,-0.212289,-0.528015,3.38411,-0.222858,-0.659314,3.3893,-0.198105,-0.351135,3.46726,-0.220991,-0.0614907,3.58519,-0.0851866,-0.514886,3.7042,-0.116672,-0.623256,3.80875,-0.116672,-0.623256,3.80875,
-0.0725992,-0.351013,3.66765,-0.0771764,-0.0676653,3.57899,-0.186277,-0.534256,3.33816,-0.192304,-0.664775,3.33865,-0.197717,-0.36279,3.44481,-0.22397,-0.0698353,3.55394,-0.0959598,-0.505304,3.6647,-0.0959598,-0.505304,3.6647,
-0.133358,-0.621078,3.75375,-0.0498631,-0.344217,3.63853,-0.080365,-0.0757699,3.54488,-0.205566,-0.564453,3.28516,-0.194201,-0.681992,3.32135,-0.200638,-0.369951,3.38721,-0.222739,-0.0796839,3.51186,-0.222739,-0.0796839,3.51186,
-0.0867377,-0.50138,3.66186,-0.107851,-0.61773,3.75754,-0.0514756,-0.346195,3.61804,-0.077001,-0.0840585,3.50948,-0.181523,-0.731883,3.14115,-0.173975,-0.683121,3.27112,-0.202622,-0.372565,3.33995,-0.202622,-0.372565,3.33995,
-0.21944,-0.0848149,3.47699,-0.0719149,-0.499655,3.64205,-0.0869887,-0.611641,3.74642,-0.0724147,-0.35234,3.57837,-0.0751098,-0.0897312,3.46652,-0.165901,-0.790957,3.15933,-0.17309,-0.699486,3.27494,-0.17309,-0.699486,3.27494,
-0.195628,-0.385065,3.32225,-0.216599,-0.0904363,3.4354,-0.0663311,-0.49464,3.62598,-0.0834093,-0.612195,3.72067,-0.0655091,-0.345355,3.56368,-0.067535,-0.0946126,3.43124,-0.165362,-0.80527,3.13472,-0.165362,-0.80527,3.13472,
-0.174217,-0.705438,3.23865,-0.205849,-0.391621,3.28659,-0.20965,-0.0980215,3.39839,-0.0670861,-0.511374,3.61057,-0.0738358,-0.616087,3.72601,-0.0712112,-0.375831,3.5324,-0.0613156,-0.0946128,3.39151,-0.0613156,-0.0946128,3.39151,
-0.157593,-0.797607,3.07617,-0.158779,-0.707371,3.18764,-0.201801,-0.397279,3.25418,-0.210631,-0.100361,3.35682,-0.0786131,-0.514402,3.53132,-0.0823373,-0.625254,3.63911,-0.0724121,-0.371614,3.46178,-0.0724121,-0.371614,3.46178,
-0.0672165,-0.106681,3.35558,-0.184814,-0.618652,3.16016,-0.1586,-0.735844,3.15543,-0.201712,-0.425218,3.21947,-0.214402,-0.0971544,3.32964,-0.0723622,-0.517832,3.47011,-0.0844453,-0.644747,3.54618,-0.0844453,-0.644747,3.54618,
-0.0444593,-0.365445,3.41324,-0.0745327,-0.100016,3.31364,-0.181822,-0.578519,3.14428,-0.183448,-0.713704,3.16366,-0.198649,-0.397381,3.20661,-0.219926,-0.0970729,3.28509,-0.0759536,-0.538385,3.39428,-0.0759536,-0.538385,3.39428,
-0.0623481,-0.664468,3.47279,-0.0660993,-0.394985,3.31746,-0.0789916,-0.100808,3.2857,-0.186996,-0.583375,3.15479,-0.193136,-0.719397,3.1899,-0.202146,-0.401125,3.19417,-0.222257,-0.0972701,3.24701,-0.222257,-0.0972701,3.24701,
-0.0503159,-0.547007,3.32492,-0.0417134,-0.677867,3.39103,-0.0754286,-0.40134,3.25021,-0.083184,-0.100466,3.24423,-0.210218,-0.587873,3.15127,-0.203197,-0.721944,3.20621,-0.203853,-0.405405,3.18138,-0.203853,-0.405405,3.18138,
-0.227201,-0.100829,3.20527,-0.0550156,-0.551962,3.2689,-0.0549866,-0.676379,3.35487,-0.0618089,-0.40684,3.19851,-0.0869813,-0.103382,3.21137,-0.191503,-0.58229,3.15346,-0.194587,-0.71469,3.21799,-0.194587,-0.71469,3.21799,
-0.215914,-0.404359,3.15979,-0.234617,-0.0998731,3.16633,-0.0360126,-0.576807,3.16108,0.00329931,-0.704365,3.21877,-0.0617175,-0.406782,3.13678,-0.0932516,-0.101595,3.16962,-0.188866,-0.580955,3.12647,-0.188866,-0.580955,3.12647,
-0.16568,-0.711848,3.1874,-0.221857,-0.402482,3.14295,-0.235721,-0.0983217,3.1371,-0.0434409,-0.57306,3.10882,-0.0164227,-0.704363,3.16534,-0.0594452,-0.404357,3.07757,-0.0954828,-0.0993299,3.14149,-0.0954828,-0.0993299,3.14149,
-0.196284,-0.574754,3.13245,-0.161914,-0.703644,3.18952,-0.232176,-0.400245,3.12927,-0.234587,-0.097674,3.10832,-0.00631008,-0.571676,3.04526,-0.00773689,-0.703914,3.11169,-0.0511969,-0.40026,3.03467,-0.0511969,-0.40026,3.03467,
-0.0950322,-0.0973681,3.1177,-0.175932,-0.565562,3.10758,-0.137424,-0.693015,3.16575,-0.242896,-0.398069,3.11161,-0.233681,-0.0968636,3.08159,0.0333643,-0.560468,2.95803,0.0636393,-0.693514,2.99843,0.0636393,-0.693514,2.99843,
-0.0471297,-0.395282,2.97513,-0.0933256,-0.0971256,3.0858,-0.177517,-0.563452,3.10184,-0.138755,-0.690673,3.16078,-0.24098,-0.395089,3.10375,-0.230057,-0.0999556,3.04975,-0.00161095,-0.574705,2.89352,-0.00161095,-0.574705,2.89352,
0.0607784,-0.695818,2.93044,-0.0419373,-0.392477,2.93433,-0.0899368,-0.0991946,3.06448,-0.181504,-0.561155,3.10097,-0.147604,-0.686666,3.17209,-0.232622,-0.397239,3.07689,-0.228102,-0.101481,3.02172,-0.228102,-0.101481,3.02172,
0.00103207,-0.574422,2.82897,0.0616649,-0.694319,2.83901,-0.037994,-0.392982,2.89645,-0.0871346,-0.101839,3.0349,-0.180678,-0.560869,3.09052,-0.148063,-0.682281,3.17354,-0.225959,-0.40003,3.0564,-0.225959,-0.40003,3.0564,
-0.223151,-0.10563,2.9953,-0.0285118,-0.582778,2.79132,0.0188272,-0.710415,2.81086,-0.041153,-0.398073,2.86343,-0.0829444,-0.107202,3.00757,-0.110499,-0.558349,3.10824,-0.0138957,-0.631474,3.19557,-0.0138957,-0.631474,3.19557,
-0.212032,-0.433482,3.05148,-0.222461,-0.113955,2.96289,-0.0269038,-0.585576,2.73665,0.0190004,-0.714652,2.76454,-0.040235,-0.405587,2.83845,-0.0829572,-0.114484,2.97861,-0.083396,-0.573619,3.01577,-0.083396,-0.573619,3.01577,
0.016564,-0.661921,3.05978,-0.209697,-0.435512,3.04179,-0.221639,-0.123843,2.92982,0.0044363,-0.632385,2.65187,-0.0279203,-0.728011,2.70873,-0.0392728,-0.421228,2.81348,-0.0821654,-0.127298,2.94165,-0.0821654,-0.127298,2.94165,
-0.179682,-0.568811,3.05194,-0.143334,-0.672615,3.16234,-0.208986,-0.418103,2.99209,-0.212153,-0.141962,2.89415,-0.0134408,-0.768589,2.54268,-0.0327789,-0.746731,2.69978,-0.0392072,-0.432624,2.77693,-0.0392072,-0.432624,2.77693,
-0.0722143,-0.13858,2.90833,-0.174907,-0.597854,3.03974,-0.147695,-0.714598,3.13598,-0.198966,-0.446526,2.98114,-0.20512,-0.152002,2.8603,0.00681341,-0.786312,2.48452,-0.00314943,-0.739358,2.61428,-0.00314943,-0.739358,2.61428,
-0.0396343,-0.442243,2.74195,-0.0633072,-0.147442,2.8702,-0.184972,-0.605753,3.00569,-0.171243,-0.734033,3.08317,-0.196165,-0.445416,2.95889,-0.201929,-0.160476,2.81811,-0.0118892,-0.837703,2.47082,-0.0118892,-0.837703,2.47082,
-0.00505744,-0.756119,2.5949,-0.0345441,-0.448756,2.69509,-0.0593488,-0.156951,2.82955,-0.186187,-0.574664,2.993,-0.180053,-0.662651,3.12707,-0.19334,-0.443479,2.90692,-0.193314,-0.16731,2.77566,-0.193314,-0.16731,2.77566,
-0.0102461,-0.866492,2.39942,-0.0230824,-0.821753,2.52908,-0.0312986,-0.460885,2.67927,-0.0516738,-0.162527,2.78755,-0.160183,-0.590591,2.9263,-0.150967,-0.700077,3.0387,-0.186565,-0.443587,2.86246,-0.186565,-0.443587,2.86246,
-0.18335,-0.167266,2.72783,-0.0207777,-0.880765,2.43031,-0.0229331,-0.823138,2.52976,-0.0231045,-0.46151,2.63896,-0.041832,-0.163817,2.74661,-0.151508,-0.591769,2.86603,-0.103897,-0.699563,2.96543,-0.103897,-0.699563,2.96543,
-0.179061,-0.443745,2.79946,-0.180982,-0.164993,2.68847,-0.0120895,-0.867604,2.39888,-0.0227311,-0.823493,2.52923,-0.0192331,-0.463914,2.61987,-0.0378951,-0.162281,2.701,-0.149349,-0.590076,2.79321,-0.149349,-0.590076,2.79321,
-0.100123,-0.707092,2.87491,-0.175998,-0.437354,2.73042,-0.182252,-0.161471,2.64543,-0.00570643,-0.882749,2.39389,-0.0140545,-0.838766,2.52439,-0.0184629,-0.462103,2.58768,-0.0390532,-0.16073,2.66171,-0.0390532,-0.16073,2.66171,
-0.14699,-0.603662,2.72103,-0.114361,-0.72459,2.80868,-0.173476,-0.453833,2.65921,-0.173937,-0.162481,2.61488,-0.00471366,-0.870819,2.38439,-0.011308,-0.826568,2.51502,-0.0180149,-0.463884,2.57438,-0.0180149,-0.463884,2.57438,
-0.0310457,-0.160444,2.62676,-0.134985,-0.776884,2.61551,-0.141998,-0.730752,2.74678,-0.169926,-0.459316,2.59066,-0.164801,-0.161432,2.57254,-0.00868464,-0.889238,2.38088,-0.0141525,-0.845263,2.51155,-0.0141525,-0.845263,2.51155,
-0.0193288,-0.463063,2.55107,-0.0231645,-0.159132,2.58843,-0.162269,-0.794822,2.53756,-0.16509,-0.749074,2.66883,-0.160663,-0.463375,2.53524,-0.161961,-0.161892,2.54774,0.0203372,-0.882873,2.48156,0.0203372,-0.882873,2.48156,
-0.022394,-0.808181,2.50816,-0.0167257,-0.463563,2.53706,-0.0200196,-0.161542,2.55597,-0.113176,-0.80412,2.44501,-0.1194,-0.758908,2.57617,-0.153823,-0.459526,2.47717,-0.159867,-0.157597,2.51235,-0.159867,-0.157597,2.51235,
-0.0147874,-0.797302,2.45694,-0.00337707,-0.89406,2.53134,-0.00708971,-0.45916,2.51521,-0.0170821,-0.159204,2.52336,-0.121012,-0.802501,2.38759,-0.122959,-0.757238,2.51874,-0.158173,-0.456448,2.42305,-0.158173,-0.456448,2.42305,
-0.156219,-0.156618,2.491,0.00251252,-0.819206,2.39195,0.00221478,-0.774142,2.52307,-0.00210436,-0.454325,2.49928,-0.0112634,-0.156733,2.49621,-0.125464,-0.853183,2.47029,-0.126581,-0.808064,2.60113,-0.126581,-0.808064,2.60113,
-0.161697,-0.450368,2.36936,-0.15117,-0.154774,2.46074,-0.010091,-0.83768,2.35878,-0.00972634,-0.792805,2.48958,0.000139358,-0.450497,2.48428,-0.00679747,-0.155836,2.46926,-0.103586,-0.916654,2.48253,-0.103586,-0.916654,2.48253,
-0.125415,-0.805091,2.5531,-0.15969,-0.445148,2.32444,-0.15037,-0.154497,2.43521,-0.0548804,-0.922984,2.37016,-0.052467,-0.878924,2.50049,0.000376114,-0.448665,2.46491,-0.00548572,-0.157133,2.43963,-0.00548572,-0.157133,2.43963,
-0.114429,-0.891334,2.27693,-0.111285,-0.847378,2.4073,-0.154972,-0.437878,2.27765,-0.150919,-0.155133,2.41284,-0.0761588,-0.906196,2.4267,-0.0117512,-0.865499,2.55887,-0.000205314,-0.448331,2.4467,-0.000205314,-0.448331,2.4467,
-0.00739742,-0.159855,2.413,-0.129117,-0.910242,2.17471,-0.122745,-0.866331,2.30428,-0.151414,-0.437498,2.24201,-0.154187,-0.158161,2.38442,-0.0871783,-0.924737,2.38653,-0.0457893,-0.876614,2.48099,-0.0457893,-0.876614,2.48099,
-0.00154561,-0.448681,2.42262,-0.0119431,-0.16363,2.3804,-0.12052,-0.822728,2.10393,-0.115275,-0.778001,2.2339,-0.144663,-0.442126,2.21419,-0.156524,-0.164098,2.35732,-0.0691943,-0.911824,2.31702,-0.0691943,-0.911824,2.31702,
-0.0395668,-0.880117,2.46779,-0.0026241,-0.453146,2.39871,-0.0154697,-0.170467,2.35208,-0.134209,-0.927402,2.03293,-0.115575,-0.869569,2.12583,-0.139712,-0.457521,2.17836,-0.159175,-0.173472,2.31846,-0.159175,-0.173472,2.31846,
-0.0755217,-0.910285,2.33198,-0.0407838,-0.878583,2.48144,-0.00444388,-0.459451,2.37964,-0.0178997,-0.18077,2.31801,-0.119954,-0.818376,1.93541,-0.115077,-0.774269,2.06509,-0.138926,-0.463987,2.16349,-0.138926,-0.463987,2.16349,
-0.155619,-0.1823,2.2908,-0.0127921,-0.950899,2.41363,-0.0429451,-0.879983,2.48465,-0.0036817,-0.467199,2.36289,-0.0148959,-0.187381,2.28462,-0.116699,-0.855957,1.88477,-0.113931,-0.781937,2.00574,-0.113931,-0.781937,2.00574,
-0.136485,-0.477541,2.12285,-0.152096,-0.19619,2.24887,-0.012341,-0.893027,2.36542,-0.0424121,-0.893481,2.48837,-0.000229367,-0.487984,2.34812,-0.0112385,-0.200386,2.24672,-0.120373,-0.857764,1.84245,-0.120373,-0.857764,1.84245,
-0.113974,-0.814509,1.9715,-0.132495,-0.480815,2.08509,-0.156087,-0.203305,2.21958,0.00566936,-0.886398,2.36194,-0.0440231,-0.895971,2.47666,-0.00175825,-0.494767,2.32498,-0.0141161,-0.209151,2.2121,-0.0141161,-0.209151,2.2121,
